City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
218,Ponnani,IN,2022-04-21 15:44:32,10.767,75.9252,85.32,84,2,4.81
219,Ube,JP,2022-04-21 15:43:15,33.9431,131.2511,58.95,98,89,5.01
220,Contamana,PE,2022-04-21 15:44:32,-7.3333,-75.0167,89.56,51,82,3.67
221,Hilo,US,2022-04-21 15:44:33,19.7297,-155.09,78.28,89,100,4.61
222,Lorengau,PG,2022-04-21 15:44:33,-2.0226,147.2712,81.7,79,97,7.11
223,Itarema,BR,2022-04-21 15:40:18,-2.9248,-39.9167,85.35,69,29,12.53
224,Zoniana,GR,2022-04-21 15:44:34,35.295,24.8294,57.25,70,69,1.74
225,Bengkulu,ID,2022-04-21 15:44:35,-3.8004,102.2655,77.52,89,100,5.68
226,Ancud,CL,2022-04-21 15:44:35,-41.8697,-73.8203,51.22,85,54,18.97
227,Lakes Entrance,AU,2022-04-21 15:45:36,-37.8811,147.981,51.17,80,9,4.09
228,Beyla,GN,2022-04-21 15:45:36,8.6833,-8.6333,93.16,24,91,3.74
229,Havoysund,NO,2022-04-21 15:45:37,70.9963,24.6622,41.23,93,90,21.34
230,Maun,BW,2022-04-21 15:45:37,-19.9833,23.4167,75.16,50,40,5.75
231,Necochea,AR,2022-04-21 15:45:38,-38.5473,-58.7368,62.17,46,53,10.92
232,Rauma,FI,2022-04-21 15:45:38,61.1272,21.5113,62.64,66,5,6.35
233,Weligama,LK,2022-04-21 15:45:39,5.9667,80.4167,79.38,86,13,3.85
234,Oga,IT,2022-04-21 15:45:39,46.4631,10.347,47.08,90,100,3.24
235,Cabo San Lucas,MX,2022-04-21 15:45:40,22.8909,-109.9124,76.51,72,0,1.99
236,Beringovskiy,RU,2022-04-21 15:45:41,63.05,179.3167,25.81,98,100,5.37
237,Baja,HU,2022-04-21 15:45:41,46.175,18.9564,59.49,47,69,4.9
238,Viedma,AR,2022-04-21 15:45:42,-40.8135,-62.9967,64.58,31,68,21.41
239,Aklavik,CA,2022-04-21 15:45:42,68.2191,-135.0107,1.4,85,100,4.61
240,Avera,US,2022-04-21 15:45:43,33.194,-82.5271,72.37,58,95,11.86
241,Vila Franca Do Campo,PT,2022-04-21 15:45:44,37.7167,-25.4333,61.21,63,99,16.49
242,Natal,BR,2022-04-21 15:43:04,-5.795,-35.2094,88.45,66,40,13.8
243,Tura,IN,2022-04-21 15:45:45,25.5198,90.2201,72.52,79,34,3.8
244,Taoudenni,ML,2022-04-21 15:45:46,22.6783,-3.9836,95.52,4,35,14.81
245,Atbasar,KZ,2022-04-21 15:45:47,51.8,68.3333,47.97,61,52,16.22
246,Tiksi,RU,2022-04-21 15:45:48,71.6872,128.8694,6.64,98,100,5.77
247,Najran,SA,2022-04-21 15:45:48,17.4924,44.1277,92.05,13,6,14.03
248,San Policarpo,PH,2022-04-21 15:45:49,12.1791,125.5072,80.98,84,10,11.39
249,Katsuura,JP,2022-04-21 15:45:49,35.1333,140.3,65.05,95,100,30.31
250,Portland,US,2022-04-21 15:45:19,45.5234,-122.6762,50.56,83,75,13.8
251,Thaba-Tseka,LS,2022-04-21 15:45:50,-29.522,28.6084,56.57,54,77,5.14
252,Vila,PT,2022-04-21 15:45:50,42.0304,-8.1588,45.48,78,100,9.17
253,Bukan,IR,2022-04-21 15:45:51,36.521,46.2089,59.38,31,0,7.99
254,Manjacaze,MZ,2022-04-21 15:45:51,-24.7117,33.8828,69.13,83,80,5.03
255,Marsabit,KE,2022-04-21 15:45:52,2.3284,37.9899,72.81,60,95,15.52
256,Somerset West,ZA,2022-04-21 15:45:52,-34.084,18.8211,68.38,81,2,6.55
257,San Vicente,AR,2022-04-21 15:45:53,-26.6167,-54.1333,76.14,68,57,3.74
258,Moen,NO,2022-04-21 15:45:53,69.1304,18.6123,43.52,70,75,4.61
259,Carnarvon,AU,2022-04-21 15:45:54,-24.8667,113.6333,69.87,83,82,5.75
260,Clyde River,CA,2022-04-21 15:45:54,70.4692,-68.5914,1.63,78,100,19.57
261,Namatanai,PG,2022-04-21 15:45:55,-3.6667,152.4333,80.17,79,80,8.9
262,Pangnirtung,CA,2022-04-21 15:45:55,66.1451,-65.7125,15.8,62,75,3.44
263,Kidal,ML,2022-04-21 15:45:56,18.4411,1.4078,100.62,5,4,12.35
264,Butterworth,MY,2022-04-21 15:45:56,5.3991,100.3638,84.25,84,20,3.44
265,Nuuk,GL,2022-04-21 15:45:57,64.1835,-51.7216,38.01,81,100,33.38
266,Darnah,LY,2022-04-21 15:45:57,32.767,22.6367,70.09,52,92,16.6
267,Crisan,RO,2022-04-21 15:45:58,44.9667,29.4667,52.21,69,64,14.88
268,Callaguip,PH,2022-04-21 15:45:58,18.0714,120.4867,80.62,83,20,4.61
269,Bonavista,CA,2022-04-21 15:43:16,48.6499,-53.1147,38.16,75,38,15.14
270,Vao,NC,2022-04-21 15:45:59,-22.6667,167.4833,73.99,59,1,3.6
271,Gornopravdinsk,RU,2022-04-21 15:45:59,60.05,69.9,15.94,92,96,6.42
272,Kitimat,CA,2022-04-21 15:47:00,54.0524,-128.6534,40.91,59,86,2.19
273,General Pico,AR,2022-04-21 15:47:00,-35.6566,-63.7568,69.26,24,80,8.68
274,Saumur,FR,2022-04-21 15:47:01,47.3333,-0.25,68.11,48,20,10.11
275,Borger,NL,2022-04-21 15:42:36,52.9233,6.7931,63.03,54,100,11.83
276,Macapa,BR,2022-04-21 15:46:42,0.0389,-51.0664,85.98,74,75,3.44
277,Chara,RU,2022-04-21 15:47:02,56.9064,118.2631,22.62,89,100,4.23
278,Robertsganj,IN,2022-04-21 15:45:40,24.7,83.0667,90.73,20,21,4.34
279,Laguna,US,2022-04-21 15:47:03,38.421,-121.4238,56.05,93,100,9.22
280,Araouane,ML,2022-04-21 15:47:03,18.9048,-3.5265,100.45,9,17,14.67
281,Yarmouth,US,2022-04-21 15:47:04,41.7057,-70.2286,60.96,72,0,10.36
282,Ouro Preto,BR,2022-04-21 15:47:04,-20.3948,-43.5052,77.16,41,25,1.54
283,Salaga,GH,2022-04-21 15:47:05,8.5508,-0.5188,79.14,75,100,4.88
284,Lloydminster,CA,2022-04-21 15:45:03,53.2835,-110.0016,32.22,64,75,9.22
285,Mehamn,NO,2022-04-21 15:47:06,71.0357,27.8492,39.15,87,75,18.41
286,Xining,CN,2022-04-21 15:45:35,36.6167,101.7667,49.53,21,100,11.36
287,Oranjemund,NA,2022-04-21 15:42:30,-28.55,16.4333,61.11,85,16,11.05
288,Shahrud,IR,2022-04-21 15:47:07,36.4182,54.9763,69.48,34,81,6.49
289,Faya,SA,2022-04-21 15:47:07,18.3851,42.4509,75.31,47,5,8.46
290,Santa Isabel Do Rio Negro,BR,2022-04-21 15:47:08,-0.4139,-65.0192,85.73,66,93,3.06
291,Carutapera,BR,2022-04-21 15:47:08,-1.195,-46.02,85.33,67,43,7.4
292,Henties Bay,NA,2022-04-21 15:47:09,-22.116,14.2845,69.3,70,2,8.16
293,Quesnel,CA,2022-04-21 15:45:09,52.9999,-122.5029,34.3,75,100,8.05
294,Trairi,BR,2022-04-21 15:47:09,-3.2778,-39.2689,85.44,69,31,11.59
295,Kruisfontein,ZA,2022-04-21 15:47:10,-34.0033,24.7314,66.88,72,0,5.75
