City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
346,Kathmandu,NP,27.7167,85.3167,68.22,64,20,3.44,haze
347,Huntly,GB,57.4474,-2.7861,47.21,84,100,5.77,overcast clouds
348,Shingu,JP,33.7333,135.9833,63.16,94,98,2.68,overcast clouds
349,Nanortalik,GL,60.1432,-45.2371,35.38,89,89,9.6,overcast clouds
350,Talara,PE,-4.5772,-81.2719,81.36,50,0,19.57,clear sky
351,Hambantota,LK,6.1241,81.1185,81.39,80,72,2.3,broken clouds
352,Vestmanna,FO,62.1564,-7.1664,40.12,81,75,20.71,broken clouds
353,Sabha,LY,27.0377,14.4283,85.96,9,99,12.64,overcast clouds
354,Hobyo,SO,5.3505,48.5268,83.68,72,28,12.93,scattered clouds
355,Komsomolskiy,UZ,40.4272,71.7189,66.92,63,50,4.61,scattered clouds
356,Iquique,CL,-20.2208,-70.1431,68.04,70,100,8.39,overcast clouds
357,Mairi,BR,-11.7114,-40.1489,86.36,36,31,14.27,scattered clouds
358,San Patricio,US,28.017,-97.5169,87.17,54,27,15.97,scattered clouds
359,Zhangjiakou,CN,40.81,114.8794,55.99,19,75,16.78,broken clouds
360,Shubarkuduk,KZ,49.1447,56.4872,52.07,37,100,4.18,overcast clouds
361,Mabaruma,GY,8.2,-59.7833,83.01,83,63,4.18,broken clouds
362,Carbonia,IT,39.1672,8.5222,70.75,71,40,5.08,scattered clouds
363,Ewa Beach,US,21.3156,-158.0072,75.15,69,0,13.8,clear sky
364,Ballina,AU,-28.8667,153.5667,60.76,89,100,1.14,overcast clouds
365,Alofi,NU,-19.0595,-169.9187,75.09,94,99,9.22,overcast clouds
366,Xunchang,CN,28.4543,104.715,65.25,78,89,0.81,overcast clouds
367,Kamenka,RU,51.3223,42.7678,59.76,70,73,7.63,broken clouds
368,Cidreira,BR,-30.1811,-50.2056,75.49,67,96,12.48,overcast clouds
369,Yatou,CN,37.15,122.3833,52.59,89,60,3.51,broken clouds
370,Ishigaki,JP,24.3448,124.1572,78.93,100,75,10.36,broken clouds
371,Marsh Harbour,BS,26.5412,-77.0636,75.11,64,13,14.18,few clouds
372,Harper,LR,4.375,-7.7169,80.71,82,100,5.97,overcast clouds
373,Verkhnyaya Inta,RU,65.9811,60.3094,30.42,86,99,10.42,overcast clouds
374,Kosh-Agach,RU,50.0,88.6667,31.73,38,100,1.23,overcast clouds
375,Juneau,US,58.3019,-134.4197,46.85,93,100,5.75,fog
376,Shirokiy,RU,49.758,129.523,37.45,86,100,11.1,overcast clouds
377,Bauta,CU,22.9828,-82.5464,84.09,51,40,9.22,scattered clouds
378,Itirucu,BR,-13.5317,-40.1503,80.76,45,8,12.57,clear sky
379,Beloha,MG,-25.1667,45.05,76.44,72,100,6.98,overcast clouds
380,Mango,US,27.9797,-82.3065,87.19,58,100,4.61,overcast clouds
381,Baykit,RU,61.67,96.37,22.42,93,97,3.29,overcast clouds
382,Cukai,MY,4.25,103.4167,78.75,88,88,2.8,overcast clouds
383,Verkhnevilyuysk,RU,63.4453,120.3167,19.96,98,98,2.89,overcast clouds
384,Tazovskiy,RU,67.4667,78.7,6.06,96,80,7.67,broken clouds
385,Dunedin,NZ,-45.8742,170.5036,48.79,69,7,5.01,clear sky
386,Moussoro,TD,13.6408,16.4901,97.77,19,100,9.06,overcast clouds
387,Kirakira,SB,-10.4544,161.9205,79.83,83,48,3.22,scattered clouds
388,Zaranj,AF,30.9667,61.8833,80.56,14,99,1.81,overcast clouds
389,Marzuq,YE,14.4,46.4667,75.67,59,57,5.35,broken clouds
390,Angoram,PG,-4.0625,144.0661,73.02,99,84,1.5,broken clouds
391,Laguna,US,38.421,-121.4238,72.97,40,0,5.75,clear sky
392,Takoradi,GH,4.8845,-1.7554,82.08,80,54,6.64,light rain
393,Jeremie,HT,18.65,-74.1167,79.54,76,84,4.47,broken clouds
394,Okrika,NG,4.7416,7.0849,88.12,77,38,7.72,scattered clouds
395,San Antonio,US,29.4241,-98.4936,71.47,89,100,13.8,light rain
396,Yuancheng,CN,36.652,107.7896,63.72,24,76,7.23,broken clouds
397,Weiser,US,44.251,-116.9693,58.32,45,99,1.99,overcast clouds
398,Corn Island,NI,12.1694,-83.0418,80.71,76,12,5.84,few clouds
399,Itacare,BR,-14.2775,-38.9967,81.88,69,24,12.17,few clouds
400,Grafton,US,42.207,-71.6856,63.25,31,0,9.22,clear sky
401,Abrau-Dyurso,RU,44.69,37.59,60.26,77,22,2.44,few clouds
402,Paso De Los Toros,UY,-32.8167,-56.5167,75.02,87,99,12.21,overcast clouds
403,Chernyshevsk,RU,52.5243,117.0174,35.58,56,100,12.8,overcast clouds
404,Tautira,PF,-17.7333,-149.15,80.37,75,17,7.85,few clouds
405,Chokwe,MZ,-24.5333,32.9833,73.06,92,4,7.65,clear sky
406,Aviles,ES,43.5547,-5.9248,63.37,71,0,11.5,clear sky
407,Nautla,MX,20.2167,-96.7833,88.34,56,30,13.89,scattered clouds
408,Contai,IN,21.7786,87.7536,81.95,89,1,18.23,clear sky
409,Sakakah,SA,29.9697,40.2064,78.37,47,45,6.64,light rain
410,Buraydah,SA,26.326,43.975,79.25,27,49,12.95,scattered clouds
411,Zhuhai,CN,22.2769,113.5678,82.85,94,40,9.22,scattered clouds
412,Miyako,JP,39.6367,141.9525,54.48,83,100,4.83,overcast clouds
413,Tabuk,PH,17.4189,121.4443,74.91,87,24,3.71,few clouds
414,Basco,PH,20.4487,121.9702,81.36,85,1,17.96,clear sky
415,Bunia,CD,1.5667,30.25,65.05,88,72,2.37,broken clouds
416,Lavrentiya,RU,65.5833,-171.0,19.26,87,81,6.51,broken clouds
417,Bonavista,CA,48.6499,-53.1147,37.02,91,80,14.92,broken clouds
418,Chuy,UY,-33.6971,-53.4616,66.09,97,100,4.23,overcast clouds
419,Sitka,US,57.0531,-135.33,44.49,76,20,0.0,few clouds
420,Guiratinga,BR,-16.3494,-53.7583,90.01,43,35,9.73,scattered clouds
421,Kribi,CM,2.95,9.9167,80.8,85,100,7.31,overcast clouds
422,Kodiak,US,57.79,-152.4072,38.71,65,100,12.66,overcast clouds
423,Port Hedland,AU,-20.3167,118.5667,73.45,83,65,8.05,broken clouds
424,Nantucket,US,41.2835,-70.0995,55.54,59,0,11.5,clear sky
425,Xining,CN,36.6167,101.7667,50.59,55,67,3.0,broken clouds
426,Clearwater,US,27.9659,-82.8001,87.22,62,0,9.22,clear sky
427,Coquimbo,CL,-29.9533,-71.3436,62.33,77,0,9.22,clear sky
428,Bonthe,SL,7.5264,-12.505,84.25,73,84,13.78,broken clouds
429,Mwinilunga,ZM,-11.7358,24.4293,62.94,90,16,3.09,few clouds
430,Palauig,PH,15.435,119.9045,82.45,71,32,4.38,scattered clouds
431,Ardakan,IR,32.31,54.0175,77.36,30,100,5.73,overcast clouds
432,Hirara,JP,24.8,125.2833,78.89,86,17,17.2,few clouds
433,Sayyan,YE,15.1718,44.3244,61.74,51,72,1.61,broken clouds
434,Salinas,US,36.6777,-121.6555,65.82,66,0,3.44,clear sky
435,Santa Maria,BR,-29.6842,-53.8069,74.5,78,40,5.75,light rain
436,Sardhana,IN,29.15,77.6167,87.85,15,10,8.84,clear sky
437,Dondo,MZ,-19.6094,34.7431,78.31,92,16,3.94,few clouds
438,Hami,CN,42.8,93.45,66.79,23,78,15.73,broken clouds
439,San Pedro,PH,14.35,121.0167,83.43,77,40,4.61,scattered clouds
440,Antalaha,MG,-14.9003,50.2788,74.25,87,49,7.54,light rain
441,Nikolayevsk-Na-Amure,RU,53.1406,140.73,16.47,99,64,3.31,broken clouds
442,Moissac,FR,44.1024,1.0945,67.87,70,70,3.8,broken clouds
443,Vilcun,CL,-38.65,-72.2333,48.94,71,100,12.26,moderate rain
444,Sur,OM,22.5667,59.5289,87.6,46,0,7.38,clear sky
445,Hassleholm,SE,56.1591,13.7664,54.36,58,70,9.06,broken clouds
446,Moosomin,CA,50.1333,-101.6677,25.45,68,31,5.32,scattered clouds
447,Khvorostyanka,RU,52.6096,48.9597,60.46,62,70,4.99,broken clouds
448,Tecoanapa,MX,16.5167,-98.75,85.44,57,2,10.29,clear sky
449,Glenwood Springs,US,39.5505,-107.3248,48.07,68,75,0.0,broken clouds
450,Mandalgovi,MN,45.7625,106.2708,23.63,43,1,10.16,clear sky
451,Vytegra,RU,61.0064,36.4481,38.64,100,100,3.8,overcast clouds
452,Svetlaya,RU,46.5389,138.3297,37.83,89,100,18.03,overcast clouds
453,Healdsburg,US,38.6105,-122.8692,72.68,56,0,1.99,clear sky
454,Livingston,GB,55.9029,-3.5226,53.8,63,20,12.66,few clouds
455,Plymouth,US,41.8334,-70.8328,64.06,44,0,6.91,clear sky
456,Riohacha,CO,11.5444,-72.9072,87.91,55,75,11.5,broken clouds
457,Haines Junction,CA,60.7522,-137.5108,37.35,60,99,0.0,overcast clouds
458,Aykhal,RU,66.0,111.5,9.73,97,91,3.38,overcast clouds
459,Karachi,PK,24.9056,67.0822,84.02,61,0,5.75,clear sky
460,Porto Walter,BR,-8.2686,-72.7439,80.96,88,95,1.92,overcast clouds
461,Aklavik,CA,68.2191,-135.0107,32.65,100,100,1.79,overcast clouds
462,Saint-Augustin,CA,51.226,-58.6502,39.9,94,98,10.4,overcast clouds
463,Riyadh,SA,24.6877,46.7219,73.54,44,98,19.84,overcast clouds
464,Miraflores,MX,19.2167,-98.8083,74.16,27,4,4.7,clear sky
465,Rajshahi,BD,24.3667,88.6,85.75,34,0,7.78,clear sky
466,Totana,ES,37.7688,-1.5023,68.81,48,6,5.32,clear sky
467,Vanavara,RU,60.34,102.2797,29.35,96,100,5.88,light snow
468,Zaozerne,UA,45.1582,33.2787,54.14,78,96,5.17,overcast clouds
469,Santa Rosa,PH,14.3122,121.1114,84.18,78,10,8.84,clear sky
470,Las Margaritas,MX,16.3167,-91.9833,76.24,49,40,3.76,scattered clouds
471,The Valley,AI,18.217,-63.0578,84.06,57,40,12.66,scattered clouds
472,Vandra,EE,58.6481,25.0361,46.06,96,97,0.34,overcast clouds
473,Tromso,NO,69.6496,18.957,32.02,74,75,14.97,light snow
474,Dubrovka,RU,53.6907,33.5071,51.44,94,100,8.08,overcast clouds
475,Okhotsk,RU,59.3833,143.3,21.7,81,33,10.38,scattered clouds
476,Bardiyah,LY,31.7561,25.0865,65.25,66,73,6.69,broken clouds
477,Payo,ID,-3.7508,103.6372,73.36,99,100,0.69,light rain
478,Holme,DK,56.1138,10.1725,53.17,50,7,2.15,clear sky
479,Galabovo,BG,42.139,25.8673,62.33,83,25,6.64,scattered clouds
480,Rybnaya Sloboda,RU,55.4613,50.1409,48.58,86,83,7.27,broken clouds
481,Pombia,IT,45.653,8.6336,63.41,71,75,10.36,light rain
482,Narsaq,GL,60.9167,-46.05,46.62,76,93,1.99,overcast clouds
483,San Felipe,VE,10.3399,-68.7425,80.91,72,100,5.14,overcast clouds
484,Uyuni,BO,-20.4597,-66.825,57.13,9,88,16.31,overcast clouds
485,Quelimane,MZ,-17.8786,36.8883,80.55,89,40,5.75,scattered clouds
486,Encs,HU,48.3333,21.1333,59.32,79,35,8.57,scattered clouds
487,Bahia Honda,CU,22.9036,-83.1592,84.4,56,9,13.06,light rain
488,Krasnoselkup,RU,65.7,82.4667,-1.95,97,26,4.59,scattered clouds
489,Saint-Joseph,RE,-21.3667,55.6167,72.21,80,29,15.17,light rain
490,Bowen,AU,-20.0167,148.2333,77.31,79,100,19.98,moderate rain
491,Katherine,AU,-14.4667,132.2667,80.92,57,100,5.75,overcast clouds
492,Samana,DO,19.2056,-69.3369,82.62,78,40,13.8,scattered clouds
493,Portland,US,45.5234,-122.6762,55.2,88,100,6.91,overcast clouds
494,Ulladulla,AU,-35.35,150.4667,58.1,90,97,5.57,overcast clouds
495,Moron,AR,-34.6534,-58.6198,79.81,63,16,9.22,few clouds
496,Monrovia,LR,6.3005,-10.7969,89.37,75,93,9.37,light rain
497,Douglas,US,41.3,-96.167,49.82,49,0,20.71,clear sky
498,Dali,CN,25.7,100.1833,57.25,63,0,6.08,clear sky
499,Ayan,RU,56.45,138.1667,25.47,78,20,7.16,few clouds
500,Chumikan,RU,54.7183,135.315,21.27,92,8,5.32,clear sky
501,Broome,US,42.2506,-75.833,72.18,53,91,10.0,overcast clouds
502,Natal,BR,-5.795,-35.2094,88.02,66,20,14.97,few clouds
503,Tazmalt,DZ,36.3868,4.3989,67.77,66,100,5.73,overcast clouds
504,Xaxim,BR,-26.9617,-52.5347,82.78,66,5,7.58,clear sky
505,Ornskoldsvik,SE,63.2909,18.7153,45.55,70,75,12.66,light rain
506,Iwanai,JP,42.9744,140.5089,46.42,63,53,8.16,broken clouds
507,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,86.43,54,52,7.43,broken clouds
508,Mulege,MX,26.8833,-111.9833,81.43,24,0,11.5,clear sky
509,Nuuk,GL,64.1835,-51.7216,32.61,74,75,4.61,broken clouds
510,Agadez,NE,19.75,10.25,95.34,7,0,10.13,clear sky
511,Castro,BR,-24.7911,-50.0119,77.54,48,0,3.42,clear sky
512,Husavik,IS,66.0449,-17.3389,43.86,73,85,3.58,overcast clouds
513,Honiara,SB,-9.4333,159.95,77.05,85,20,4.18,few clouds
514,Kungurtug,RU,50.5994,97.5228,13.42,83,17,2.35,few clouds
515,Solaro,IT,44.8799,9.1732,56.62,77,76,3.85,broken clouds
516,Ustye,RU,59.6304,39.736,44.87,93,100,8.93,light rain
517,Lorengau,PG,-2.0226,147.2712,80.37,81,92,7.07,overcast clouds
518,Krosno,PL,49.6887,21.7706,51.04,100,91,13.2,light rain
519,Okha,RU,53.5739,142.9478,23.99,92,37,11.18,scattered clouds
520,Oskarshamn,SE,57.2645,16.4484,47.98,66,20,5.21,few clouds
521,Mamallapuram,IN,12.6264,80.1722,86.05,80,29,10.25,scattered clouds
522,Aktau,KZ,43.65,51.2,64.98,49,6,3.18,clear sky
523,Puerto Baquerizo Moreno,EC,-0.9,-89.6,79.79,65,40,13.8,scattered clouds
524,Kiunga,PG,-6.1219,141.2906,74.01,100,100,1.16,overcast clouds
525,Kabala,SL,9.5833,-11.55,93.4,28,99,4.99,overcast clouds
526,Huarmey,PE,-10.0681,-78.1522,73.49,72,96,10.45,overcast clouds
527,Key West,US,24.5557,-81.7826,87.8,66,0,19.57,clear sky
528,Flinders,AU,-34.5833,150.8552,60.19,92,100,5.01,overcast clouds
529,Alpena,US,45.0617,-83.4327,53.92,61,0,10.36,clear sky
530,Prainha,BR,-1.8,-53.48,83.88,74,70,3.8,broken clouds
531,Puerto Madryn,AR,-42.7692,-65.0385,62.11,29,100,22.82,overcast clouds
532,Tome,CL,-36.6167,-72.95,54.21,69,100,13.33,overcast clouds
533,Velingrad,BG,42.0272,23.9957,56.82,63,41,4.0,scattered clouds
534,Kharp,RU,66.8014,65.8081,21.54,95,78,4.38,broken clouds
535,Palafrugell,ES,41.9174,3.1631,65.16,55,54,3.0,broken clouds
536,Nizhnevartovsk,RU,60.9344,76.5531,39.22,60,0,6.71,clear sky
537,Los Andes,CL,-32.8337,-70.5983,70.47,38,0,7.52,clear sky
538,Chimbote,PE,-9.0853,-78.5783,72.79,72,100,9.44,overcast clouds
539,Loubomo,CG,-4.1997,12.6739,76.35,83,99,1.05,overcast clouds
540,Sayat,TM,38.7839,63.8803,73.27,14,100,16.31,overcast clouds
541,Manta,EC,-0.95,-80.7333,83.98,74,100,3.44,overcast clouds
542,Tambura,SS,5.6,27.4667,72.19,78,98,3.78,overcast clouds
543,Bulgan,MN,48.8125,103.5347,17.1,68,13,3.6,few clouds
544,Paulo Afonso,BR,-9.4061,-38.2147,80.49,74,74,13.29,broken clouds
545,Moyale,KE,3.5167,39.0584,73.49,67,96,3.06,overcast clouds
546,Zhanakorgan,KZ,43.9098,67.2495,62.02,42,89,2.82,overcast clouds
547,Parambu,BR,-6.2111,-40.6944,86.11,43,56,7.99,broken clouds
548,Pleszew,PL,51.8964,17.7855,45.45,88,100,6.11,overcast clouds
549,Tyukhtet,RU,56.5389,89.3011,30.15,92,88,5.35,overcast clouds
550,Marietta,US,33.9526,-84.5499,83.89,51,75,9.22,broken clouds
551,Vestmannaeyjar,IS,63.4427,-20.2734,45.59,81,75,8.05,broken clouds
552,Hafizabad,PK,32.0679,73.6854,83.35,25,1,6.29,clear sky
553,Pochutla,MX,15.7432,-96.4661,89.82,40,2,9.8,clear sky
554,Bjerkvik,NO,68.5597,17.5189,30.02,90,91,9.26,light snow
555,Zhengjiatun,CN,43.5064,123.5064,58.75,77,23,18.05,few clouds
556,Srednekolymsk,RU,67.45,153.6833,-1.23,100,92,3.71,overcast clouds
557,Zhuanghe,CN,39.7008,122.9911,51.04,95,100,1.48,overcast clouds
558,Batagay-Alyta,RU,67.8006,130.4114,2.57,98,100,4.21,overcast clouds
559,Tomatlan,MX,19.9333,-105.25,89.1,37,0,8.43,clear sky
560,Isiro,CD,2.7739,27.616,67.64,98,100,3.76,light rain
561,Aleksinac,RS,43.5417,21.7078,68.29,65,80,2.55,broken clouds
562,Huron,US,41.1501,-82.5499,74.64,88,100,3.36,light rain
563,Cabatuan,PH,10.8794,122.486,78.48,86,38,8.52,scattered clouds
564,Khon Buri,TH,14.5254,102.2459,87.53,73,53,5.93,light rain
565,Asfi,MA,32.2994,-9.2372,63.05,67,56,15.99,broken clouds
566,Perico,CU,22.7692,-81.0189,91.33,34,3,13.47,clear sky
567,Yumen,CN,40.2833,97.2,53.37,17,57,19.84,broken clouds
568,Mehamn,NO,71.0357,27.8492,30.15,80,20,6.91,light snow
569,Qui Nhon,VN,13.7667,109.2333,77.86,91,55,4.59,broken clouds
570,Duki,PK,30.1541,68.5728,80.47,10,26,14.29,scattered clouds
571,Biltine,TD,14.5333,20.9167,96.37,8,100,5.77,overcast clouds
572,Fort Nelson,CA,58.8053,-122.7002,35.19,87,100,2.3,light rain
573,Itau De Minas,BR,-20.7394,-46.7522,83.66,47,10,5.93,clear sky
574,Price,US,39.5994,-110.8107,53.11,34,0,6.91,clear sky
575,Looc,PH,12.2605,121.9926,81.28,80,92,3.33,overcast clouds
576,Richards Bay,ZA,-28.783,32.0377,67.23,88,100,15.14,moderate rain
577,Aden,YE,12.7794,45.0367,83.25,80,10,16.11,clear sky
578,Wajid,SO,3.8093,43.2471,84.58,52,68,11.07,broken clouds
579,Shillong,IN,25.5689,91.8831,61.93,69,2,4.32,clear sky
580,Benjamin Hill,MX,30.1667,-111.1,82.89,9,0,1.92,clear sky
581,Soyo,AO,-6.1349,12.3689,78.96,85,88,9.82,overcast clouds
582,Maceio,BR,-9.6658,-35.7353,83.64,69,75,14.97,broken clouds
583,Kjollefjord,NO,70.9457,27.3465,32.05,80,20,6.91,light snow
584,Dalby,AU,-27.1833,151.2667,57.97,92,100,1.99,overcast clouds
585,Lima,PE,-12.0432,-77.0282,70.39,71,40,4.61,moderate rain
586,Muyezerskiy,RU,63.9333,31.65,35.22,82,100,2.06,overcast clouds
587,Gravdal,NO,68.1214,13.5031,35.49,48,40,16.11,light rain
588,Mudgee,AU,-32.5943,149.5871,55.78,88,100,5.75,overcast clouds
589,Camacha,PT,33.0833,-16.3333,62.02,77,20,9.22,few clouds
590,Say,NE,13.1007,2.3689,106.36,7,99,7.47,overcast clouds
591,Whitehorse,CA,60.7161,-135.0538,41.09,84,75,2.3,broken clouds
592,Vysha,RU,53.8477,42.3777,54.46,84,92,6.53,overcast clouds
593,Fukue,JP,32.6881,128.8419,69.82,94,100,26.96,overcast clouds
594,Mar Del Plata,AR,-38.0023,-57.5575,68.02,69,0,13.0,clear sky
595,Kloulklubed,PW,7.0419,134.2556,75.7,78,100,17.54,overcast clouds
596,Sao Joao Da Barra,BR,-21.6403,-41.0511,78.89,68,28,9.93,scattered clouds
597,Puerto Montt,CL,-41.4698,-72.9447,49.03,93,100,28.77,overcast clouds
598,Broken Hill,AU,-31.95,141.4333,62.31,67,100,12.66,overcast clouds
599,Valley City,US,46.9233,-98.0032,28.92,80,100,21.85,overcast clouds
600,Inhambane,MZ,-23.865,35.3833,76.98,83,20,4.61,few clouds
601,Senanga,ZM,-16.1167,23.2667,70.12,60,54,0.47,broken clouds
602,Kununurra,AU,-15.7667,128.7333,67.98,88,96,0.0,overcast clouds
603,Vangaindrano,MG,-23.35,47.6,73.02,84,99,4.74,overcast clouds
604,Panguna,PG,-6.3164,155.4848,67.71,93,72,1.77,broken clouds
605,Alcacer Do Sal,PT,38.3733,-8.5144,61.3,60,60,9.84,broken clouds
606,Pimenta Bueno,BR,-11.6725,-61.1936,88.56,59,32,4.45,scattered clouds
607,Salta,AR,-24.7859,-65.4117,86.59,29,0,5.75,clear sky
608,Ashtian,IR,34.5217,50.0019,52.3,70,100,5.41,overcast clouds
609,Urman,RU,54.8831,56.8742,49.59,91,100,5.17,overcast clouds
610,Tulsipur,NP,28.131,82.2973,76.6,14,0,6.71,clear sky
611,Sabzevar,IR,36.2126,57.6819,78.08,27,40,18.41,scattered clouds
612,Ifanadiana,MG,-21.3,47.6333,66.9,99,89,1.36,light rain
613,Naron,ES,43.5167,-8.1528,63.66,74,38,6.78,scattered clouds
614,Linqiong,CN,30.4159,103.4609,69.62,69,100,2.1,overcast clouds
615,Pavilosta,LV,56.8879,21.1859,44.51,88,73,8.57,broken clouds
616,Bocana De Paiwas,NI,12.7857,-85.1227,90.32,45,45,7.99,scattered clouds
617,Lanzhou,CN,36.0564,103.7922,63.79,27,70,5.53,broken clouds
618,Naryan-Mar,RU,67.6713,53.087,29.89,97,99,9.89,overcast clouds
619,Yanam,IN,16.7333,82.2167,81.07,89,15,4.85,few clouds
620,Kapit,MY,2.0167,112.9333,72.66,99,100,0.13,overcast clouds
621,Mega,ET,4.05,38.3,61.92,82,81,4.0,broken clouds
622,Oytal,KZ,42.9057,73.2697,52.59,66,38,1.79,scattered clouds
623,Lianyuan,CN,27.6883,111.6642,71.01,95,74,2.98,broken clouds
624,Honningsvag,NO,70.9821,25.9704,31.75,80,75,11.5,light shower snow
625,Launceston,AU,-41.45,147.1667,52.34,92,100,4.61,overcast clouds
626,Teya,RU,60.3778,92.6267,30.9,95,100,12.12,light snow
627,Andenes,NO,69.3143,16.1194,31.98,74,75,19.57,broken clouds
628,Morant Bay,JM,17.8815,-76.4093,84.7,73,37,10.56,scattered clouds
629,Pacifica,US,37.6138,-122.4869,70.27,72,20,5.75,mist
630,Cockburn Town,TC,21.4612,-71.1419,77.88,67,98,16.28,overcast clouds
631,Alyangula,AU,-13.8483,136.4192,76.87,94,100,4.61,overcast clouds
632,Turukhansk,RU,65.8167,87.9833,2.68,95,54,5.91,broken clouds
633,Chapleau,CA,47.8405,-83.4034,42.89,81,100,8.05,overcast clouds
634,Skjervoy,NO,70.0311,20.9714,30.2,86,100,21.79,light snow
635,Makakilo City,US,21.3469,-158.0858,74.01,69,0,13.8,clear sky
636,Gat,IL,31.61,34.7642,80.4,100,0,7.61,clear sky
637,Petauke,ZM,-14.2426,31.3253,69.04,72,25,4.92,scattered clouds
638,Bolshevik,BY,54.0065,27.5692,49.62,89,97,4.94,overcast clouds
639,Lakselv,NO,70.0513,24.9718,35.42,60,40,6.91,scattered clouds
640,Inverell,AU,-29.7833,151.1167,57.67,91,100,3.0,overcast clouds
641,College,US,64.8569,-147.8028,41.32,65,75,0.0,broken clouds
642,Boone,US,39.0334,-92.3335,55.38,53,87,12.26,overcast clouds
643,Najran,SA,17.4924,44.1277,77.65,43,20,0.83,few clouds
644,Auki,SB,-8.7676,160.7034,77.29,89,50,3.02,scattered clouds
645,Gazli,UZ,40.1333,63.45,72.12,21,100,11.54,overcast clouds
646,Saldanha,ZA,-33.0117,17.9442,57.25,77,0,17.94,clear sky
647,Krasnoborsk,RU,61.5598,45.934,40.84,92,99,6.78,overcast clouds
648,Barranca,PE,-10.75,-77.7667,71.69,71,98,9.46,overcast clouds
649,Mount Darwin,ZW,-16.7725,31.5838,69.67,72,39,1.28,scattered clouds
650,Basoko,CD,1.2391,23.616,73.09,92,75,1.36,moderate rain
651,Pangody,RU,65.85,74.4859,9.72,95,51,7.76,broken clouds
652,Arman,RU,59.7,150.1667,22.96,73,100,10.25,overcast clouds
653,Longkou,CN,37.6508,120.3286,55.35,95,53,7.25,broken clouds
654,Ouricuri,BR,-7.8825,-40.0817,89.4,32,58,8.01,broken clouds
655,Comodoro Rivadavia,AR,-45.8667,-67.5,57.06,38,40,24.16,scattered clouds
656,Sambulawan,PH,11.2016,124.4794,76.51,93,93,4.63,overcast clouds
657,Biak,ID,-0.9131,122.8766,76.78,84,89,3.33,overcast clouds
658,Mananjary,MG,-21.2167,48.3333,73.09,86,56,5.68,light rain
659,Siuna,NI,13.7332,-84.7773,88.56,50,25,4.36,scattered clouds
660,Vila,PT,42.0304,-8.1588,56.28,67,60,6.46,broken clouds
661,Riachao Das Neves,BR,-11.7461,-44.91,91.6,26,3,9.01,clear sky
662,Jumla,NP,29.2747,82.1838,51.08,37,3,4.72,clear sky
663,Kurchum,KZ,48.5722,83.6542,43.27,76,100,0.22,overcast clouds
664,Trinidad,BO,-14.8333,-64.9,89.58,70,75,6.91,broken clouds
665,Ziguinchor,SN,12.5833,-16.2719,109.6,22,0,4.61,clear sky
666,Joshimath,IN,30.5667,79.5667,57.43,65,96,5.68,overcast clouds
667,Abnub,EG,27.2696,31.1511,86.32,19,1,10.27,clear sky
668,Faya,SA,18.3851,42.4509,66.31,51,11,3.62,few clouds
669,Matagami,CA,49.7502,-77.6328,48.31,87,75,11.5,broken clouds
670,Chifeng,CN,42.2683,118.9636,60.46,17,75,21.45,broken clouds
671,Vao,NC,-22.6667,167.4833,74.71,55,100,23.15,overcast clouds
672,Luderitz,NA,-26.6481,15.1594,60.76,60,0,17.96,clear sky
673,Northam,GB,51.0333,-4.2167,51.48,74,54,7.83,broken clouds
674,Siloam Springs,US,36.1881,-94.5405,56.98,61,0,11.5,clear sky
675,Boende,CD,-0.2167,20.8667,71.67,95,97,0.36,overcast clouds
676,Gigmoto,PH,13.7796,124.39,80.51,87,99,10.85,overcast clouds
677,Fort-Shevchenko,KZ,44.5086,50.263,61.75,50,5,4.25,clear sky
678,Ginir,ET,7.1333,40.7,60.1,92,99,3.18,moderate rain
679,Wilmington Island,US,32.0036,-80.9737,81.99,61,20,3.44,few clouds
680,Calbuco,CL,-41.768,-73.1273,49.21,90,100,31.43,heavy intensity rain
681,Suntar,RU,62.1444,117.6319,24.19,97,88,1.77,overcast clouds
682,Beira,MZ,-19.8436,34.8389,78.89,89,20,6.91,few clouds
683,Hays,US,30.0502,-98.0336,66.99,74,100,3.0,overcast clouds
684,San Andres,CO,12.5847,-81.7006,87.82,70,40,13.8,scattered clouds
685,Mtsamboro,YT,-12.6998,45.0689,81.72,76,88,6.35,overcast clouds
686,Jalu,LY,29.0331,21.5482,86.02,11,87,9.95,overcast clouds
687,Villamontes,BO,-21.25,-63.5,94.44,43,33,5.75,scattered clouds
688,Port Hardy,CA,50.6996,-127.4199,46.58,81,75,9.22,broken clouds
689,Lethem,GY,3.3803,-59.7968,91.33,48,71,6.17,broken clouds
690,Dzilam Gonzalez,MX,21.2833,-88.9333,94.46,39,2,7.85,clear sky
